SENT#,WORD,POS,NER,TAG
43,du học sinh,N,O,B-R
43,tại,E,O,
43,Anh,Np,B-LOC,B-LOC
43,",",CH,O,
43,có,V,O,
43,địa chỉ,N,O,
43,tại,E,O,
43,phường,N,B-LOC,B-ADD
43,Phương Liệt,Np,I-LOC,I-ADD
43,",",CH,O,I-ADD
43,quận,N,B-LOC,I-ADD
43,Thanh Xuân,Np,I-LOC,I-ADD
43,",",CH,O,I-ADD
43,Hà Nội,Np,B-LOC,I-ADD
43,.,CH,O,
44,Ngày,N,O,
44,04/6,M,O,B-TIME
44,",",CH,O,
44,BN,Np,B-PER,B-BN
44,từ,E,O,B-R
44,Anh,Np,B-LOC,B-LOC
44,về,E,O,B-R
44,Sân bay,N,B-LOC,B-LOC
44,Tân Sơn Nhất,Np,I-LOC,I-LOC
44,",",CH,O,I-LOC
44,TP.,Ny,B-MISC,I-LOC
44,Hồ CHí Minh,Np,I-MISC,I-LOC
44,trên,E,O,
44,chuyến,N,O,
44,bay,V,O,
44,VN50,Np,B-LOC,B-FLIGHT
44,",",CH,O,
44,được,V,O,
44,cách ly,V,O,B-R
44,tập trung,V,O,
44,ngay,T,O,
44,tại,E,O,
44,Trường,N,B-LOC,B-LOC
44,Thiếu sinh quân,N,I-LOC,I-LOC
44,",",CH,I-LOC,I-LOC
44,Khu C,Np,I-LOC,I-LOC
44,",",CH,O,I-LOC
44,Củ Chi,Np,B-LOC,I-LOC
44,",",CH,B-LOC,I-LOC
44,TP. HCM,Np,I-LOC,I-LOC
44,(,CH,O,
44,không,R,O,
44,có,V,O,
44,nguy cơ,N,O,
44,lây,V,O,
44,ra,V,O,
44,cộng đồng,N,O,
44,),CH,O,
44,.,CH,O,
45,BN329,Np,B-PER,B-BN
45,được,V,O,
45,lấy,V,O,
45,mẫu,N,O,
45,xét nghiệm,V,O,
45,vào,E,O,
45,ngày,N,B-LOC,
45,5/6,M,I-LOC,B-TIME
45,và,C,O,
45,có,V,O,
45,kết quả,N,O,
45,xét nghiệm,V,O,
45,cùng,A,O,
45,ngày,N,O,
45,.,CH,O,
46,Hiện,N,B-LOC,B-TIME
46,BN,Np,I-LOC,B-BN
46,được,R,O,
46,cách ly,V,O,B-R
46,",",CH,O,
46,điều trị,V,O,B-R
46,tại,E,O,
46,Bệnh viện,N,B-LOC,B-HOS
46,Dã chiến,N,I-LOC,I-HOS
46,Củ Chi,Np,I-LOC,I-HOS
46,.,CH,O,
47,TRÒN,N,O,
47,50,M,O,
47,NGÀY,N,O,
47,KHÔNG,R,O,
47,CÓ,V,O,
47,CA,Np,B-PER,
47,LÂY NHIỄM,Np,I-PER,
47,COVID,Np,I-PER,
47,-,CH,O,
47,19,M,O,
47,TRONG,E,O,
47,CỘNG ĐỒNG,Np,B-LOC,
47,:,CH,O,
47,Tính,V,O,
47,đến,E,O,
47,6h,N,B-LOC,
47,sáng,N,I-LOC,
47,5/6,M,I-LOC,B-TIME
47,",",CH,O,
47,ngày,N,B-LOC,
47,thứ,N,I-LOC,
47,50,M,I-LOC,
47,liên tiếp,A,O,
47,Việt Nam,Np,B-LOC,
47,không,R,O,
47,ghi nhận,V,O,
47,thêm,V,O,
47,ca,N,O,
47,nhiễm,V,O,
47,COVID,Np,B-LOC,
47,-,CH,O,
47,19,M,O,
47,mới,A,O,
47,trong,E,O,
47,cộng đồng,N,O,
47,",",CH,O,
47,là,V,O,
47,ngày,N,B-LOC,
47,thứ,N,I-LOC,
47,6,M,I-LOC,
47,liên tiếp,A,O,
47,không,R,O,
47,thêm,V,O,
47,ca,N,O,
47,nhiễm,V,O,
47,mới,A,O,
47,.,CH,O,
48,Trong,E,O,
48,tổng số,N,O,
48,328,V,O,
48,ca,N,O,
48,nhiễm,V,O,
48,trên,E,O,
48,cả,T,O,
48,nước,N,O,
48,(,CH,O,
48,188,V,O,
48,ca,N,O,
48,là,V,O,
48,những,L,O,
48,ca,N,O,
48,nhập cảnh,V,O,
48,được,R,O,
48,cách ly,V,O,
48,ngay,T,O,
48,),CH,O,
48,",",CH,O,
48,đã,R,O,
48,có,V,O,
48,302,M,O,
48,người,N,O,
48,khỏi,V,O,
48,bệnh,N,O,
48,",",CH,O,
48,chiếm,V,O,
48,92,A,O,
48,%,V,O,
48,.,CH,O,
49,26,N,O,
49,BN,Np,B-PER,
49,điều trị,V,O,
49,tại,E,O,
49,6,M,O,
49,cơ sở,N,O,
49,y tế,N,O,
49,",",CH,O,
49,tình trạng,N,O,
49,sức khỏe,V,O,
49,cơ bản,A,O,
49,ổn định,A,O,
49,.,CH,O,
50,Trong,E,O,
50,số,N,O,
50,này,P,O,
50,",",CH,O,
50,có,V,O,
50,7,M,O,
50,ca,N,O,
50,xét nghiệm,V,O,
50,chuyển,V,O,
50,âm tính,V,O,B-STATUS
50,lần,N,O,
50,một,M,O,
50,",",CH,O,
50,7,M,O,
50,ca,N,O,
50,âm tính,V,O,B-STATUS
50,lần,N,B-LOC,
50,hai,M,I-LOC,
50,trở,V,O,
50,lên,V,O,
50,.,CH,O,
51,Chỉ,R,O,
51,còn,V,O,
51,12,M,O,
51,người,N,O,
51,vẫn,R,O,
51,dương tính,V,O,B-STATUS
51,với,E,O,
51,SARS,Np,B-PER,
51,-,CH,O,
51,CoV,Ny,O,
51,-,CH,O,
51,2,M,O,
51,gây,V,O,
51,bệnh,N,B-LOC,
51,COVID,Np,I-LOC,
51,-,CH,O,
51,19,M,O,
51,.,CH,O,
52,THÔNG BÁO,Np,B-PER,
52,VỀ,Np,B-PER,
52,BN328,Np,I-PER,B-BN
52,(,CH,O,
52,BN328,Np,B-LOC,B-BN
52,),CH,O,
52,:,CH,O,
52,BN,Np,B-PER,
52,nam,N,O,B-SEX
52,",",CH,O,
52,01,M,O,B-AGE
52,tuổi,N,O,
52,",",CH,O,
52,có,V,O,
52,địa chỉ,N,O,
52,tại,E,O,
52,Thiệu Duy,Np,B-LOC,B-ADD
52,",",CH,B-LOC,I-ADD
52,Thiệu Hoá,Np,I-LOC,I-ADD
52,",",CH,O,I-ADD
52,tỉnh,N,B-LOC,I-ADD
52,Thanh Hoá,Np,I-LOC,I-ADD
52,",",CH,O,
52,tiếp xúc,V,O,B-R
52,gần,A,B-LOC,I-R
52,BN314,Np,I-LOC,B-BN
52,ở,E,O,
52,Nga,Np,B-LOC,
52,và,C,O,
52,cùng,A,O,
52,trên,E,O,
52,chuyến,N,O,
52,bay,V,O,
52,.,CH,O,
53,Ngày,N,O,
53,13/5,M,O,B-TIME
53,",",CH,O,
53,BN,Np,B-PER,B-BN
53,từ,E,O,B-R
53,Liên Bang Nga,Np,B-LOC,B-LOC
53,về,E,O,B-R
53,Sân bay,N,B-LOC,B-LOC
53,Vân Đồn,Np,I-LOC,I-LOC
53,trên,E,O,
53,chuyến,N,O,
53,bay,V,O,
53,VN0062,Np,B-LOC,B-FLIGHT
53,",",CH,O,
53,được,V,O,
53,cách ly,V,O,B-R
53,ngay,T,O,
53,tại,E,O,
53,Trung đoàn,N,B-LOC,B-LOC
53,125,M,I-LOC,I-LOC
53,",",CH,O,I-LOC
53,Cộng Hoà,Np,B-LOC,I-LOC
53,",",CH,B-LOC,I-LOC
53,Chí Linh,Np,I-LOC,I-LOC
53,",",CH,O,I-LOC
53,tỉnh,N,B-LOC,I-LOC
53,Hải Dương,Np,I-LOC,I-LOC
53,.,CH,O,
54,Cùng,A,O,
54,ngày,N,O,
54,",",CH,O,
54,BN,Np,B-PER,B-BN
54,được,V,O,
54,lấy,V,O,
54,mẫu,N,O,
54,xét nghiệm,V,O,
54,và,C,O,
54,cho,E,O,
54,kết quả,N,O,
54,âm tính,A,O,B-STATUS
54,.,CH,O,
55,Ngày,N,O,
55,28/5,M,O,B-TIME
55,",",CH,O,
55,Trung tâm,N,O,
55,Kiểm soát,V,O,
55,bệnh tật,N,B-LOC,
55,tỉnh,N,I-LOC,
55,Hải Dương,Np,I-LOC,
55,lấy,V,O,
55,mẫu,N,O,
55,xét nghiệm,V,O,
55,lần,N,B-LOC,
55,4,M,I-LOC,
55,và,C,O,
55,cho,E,O,
55,kết quả,N,O,
55,dương tính,A,O,B-STATUS
55,.,CH,O,
56,Ngày,N,O,
56,29/5,M,O,B-TIME
56,",",CH,O,
56,kết quả,N,O,
56,xét nghiệm,V,O,
56,của,E,O,
56,Viện,N,O,
56,Vệ sinh,V,O,
56,Dịch tễ,V,O,
56,Trung ương,N,O,
56,cho,E,O,
56,kết quả,N,O,
56,dương tính,A,O,B-STATUS
56,với,E,O,
56,SARS,Np,B-LOC,
56,-,CH,O,
56,CoV,Ny,O,
56,-,CH,O,
56,2,M,O,
56,.,CH,O,
57,Hiện,N,B-LOC,B-TIME
57,BN,Np,I-LOC,B-BN
57,được,R,O,
57,cách ly,V,O,B-R
57,",",CH,O,
57,điều trị,V,O,B-R
57,tại,E,O,
57,Bệnh viện,N,B-LOC,B-HOS
57,Bệnh,N,I-LOC,I-HOS
57,Nhiệt đới,N,I-LOC,I-HOS
57,TP.,Ny,I-LOC,I-HOS
57,Hải Dương,Np,I-LOC,I-HOS
57,.,CH,O,
58,Tổng số,N,O,
58,ca,N,O,
58,nhiễm,V,O,
58,trên,E,O,
58,chuyến,N,O,
58,bay,V,O,
58,:,CH,O,
58,34,V,O,
58,được,R,O,
58,cách ly,V,O,
58,ngay,T,O,
58,sau,N,O,
58,nhập cảnh,N,O,
58,(,CH,O,
58,cách ly,N,O,
58,tại,E,O,
58,Thái Bình,Np,B-LOC,
58,28,M,O,
58,",",CH,O,
58,Hải Dương,Np,B-LOC,
58,3,M,O,
58,",",CH,O,
58,Quảng Ninh,Np,B-LOC,
58,1,M,O,
58,và,C,O,
58,02,V,O,
58,tiếp viên,N,O,
58,cách ly,V,O,
58,tại,E,O,
58,TP.,Ny,B-LOC,
58,Hồ Chí Minh,Np,I-LOC,
58,),CH,O,
58,.,CH,O,
59,THÔNG BÁO,Np,B-PER,
59,VỀ,Np,B-PER,
59,BN327,Np,I-PER,B-BN
59,(,CH,O,
59,BN327,Np,B-LOC,B-BN
59,),CH,O,
59,:,CH,O,
59,BN,Np,B-PER,
59,nam,N,O,B-SEX
59,",",CH,O,
59,31,M,O,B-AGE
59,tuổi,N,O,
59,",",CH,O,
59,có,V,O,
59,địa chỉ,N,O,
59,tại,E,O,
59,Nam Vân,Np,B-LOC,B-ADD
59,",",CH,B-LOC,I-ADD
59,TP.,Ny,I-LOC,I-ADD
59,Nam Định,Np,I-LOC,I-ADD
59,",",CH,O,I-ADD
59,tỉnh,N,B-LOC,I-ADD
59,Nam Định,Np,I-LOC,I-ADD
59,.,CH,O,
60,Ngày,N,O,
60,13/5,M,O,B-TIME
60,",",CH,O,
60,BN,Np,B-PER,B-BN
60,từ,E,O,B-R
60,Liên bang Nga,N,O,B-LOC
60,về,E,O,B-R
60,Sân bay,N,B-LOC,B-LOC
60,Vân Đồn,Np,I-LOC,I-LOC
60,trên,E,O,
60,chuyến,N,O,
60,bay,V,O,
60,VN0062,Np,B-LOC,B-FLIGHT
60,",",CH,O,
60,sau,N,O,
60,khi,N,O,
60,nhập cảnh,V,O,
60,được,R,O,
60,cách ly,V,O,B-R
60,tập trung,V,O,
60,tại,E,O,
60,Trường,N,B-LOC,B-LOC
60,Quân sự,N,I-LOC,I-LOC
60,tỉnh,N,I-LOC,I-LOC
60,Thái Bình,Np,I-LOC,I-LOC
60,.,CH,O,
61,Cùng,A,O,
61,ngày,N,O,
61,",",CH,O,
61,được,V,O,
61,lấy,V,O,
61,mẫu,N,O,
61,xét nghiệm,V,O,
61,và,C,O,
61,cho,E,O,
61,kết quả,N,O,
61,âm tính,A,O,B-STATUS
61,.,CH,O,
62,Ngày,N,O,
62,25/5,M,O,B-TIME
62,",",CH,O,
62,Trung tâm,N,O,
62,Kiểm soát,V,O,
62,Bệnh tật,N,B-LOC,
62,tỉnh,N,I-LOC,
62,Thái Bình,Np,I-LOC,
62,lấy,V,O,
62,mẫu,N,O,
62,xét nghiệm,V,O,
62,lần,N,B-LOC,
62,4,M,I-LOC,
62,cho,E,O,
62,kết quả,N,O,
62,dương tính,A,O,B-STATUS
62,vớiSARS,M,O,
62,-,CH,O,
62,CoV,Ny,O,
62,-,CH,O,
62,2,M,O,
62,.,CH,O,
63,Ngày,N,O,
63,26/5,M,O,B-TIME
63,",",CH,O,
63,Viện,N,O,
63,Vệ sinh,V,O,
63,dịch tễ,N,O,
63,Trung ương,N,O,
63,xét nghiệm,V,O,
63,cho,E,O,
63,kết quả,N,O,
63,dương tính,A,O,B-STATUS
63,vớiSARS,M,O,
63,-,CH,O,
63,CoV,Ny,O,
63,-,CH,O,
63,2,M,O,
63,.,CH,O,
64,Hiện,N,B-LOC,B-TIME
64,BN,Np,I-LOC,B-BN
64,được,R,O,
64,cách ly,V,O,B-R
64,",",CH,O,
64,điều trị,V,O,B-R
64,tại,E,O,
64,Bệnh viện,N,B-LOC,B-HOS
64,Đa khoa,N,I-LOC,I-HOS
64,tỉnh,N,I-LOC,I-HOS
64,Thái Bình,Np,I-LOC,I-HOS
64,.,CH,O,
65,Như vậy,X,O,
65,tổng số,N,O,
65,ca,N,O,
65,mắc,V,O,
65,là,V,O,
65,hành khách,N,O,
65,trên,E,O,
65,chuyến,N,O,
65,bay,V,O,
65,VN0062,Np,B-LOC,B-FLIGHT
65,ngày,N,B-LOC,
65,13/5,M,I-LOC,B-TIME
65,là,C,O,
65,33,M,O,
65,trường hợp,N,O,
65,.,CH,O,
66,Tất cả,P,O,
66,được,R,O,
66,cách ly,V,O,
66,ngay,T,O,
66,sau,N,O,
66,nhập cảnh,N,O,
66,không,R,O,
66,có,V,O,
66,nguy cơ,N,O,
66,lây,V,O,
66,bệnh,N,O,
66,ra,V,O,
66,cộng đồng,N,O,
66,",",CH,O,
66,bao gồm,V,O,
66,31,N,O,
66,hành khách,N,O,
66,:,CH,O,
66,28,M,O,
66,người,N,O,
66,cách ly,V,O,
66,tại,E,O,
66,Thái Bình,Np,B-LOC,
66,",",CH,B-LOC,
66,2,M,I-LOC,
66,tại,E,O,
66,Hải Dương,Np,B-LOC,
66,",",CH,B-LOC,
66,1,M,I-LOC,
66,tại,E,O,
66,Quảng Ninh,Np,B-LOC,
66,.,CH,O,
67,và,C,O,
67,02,V,O,
67,tiếp viên,N,O,
67,cách ly,V,O,
67,tại,E,O,
67,TP.,Ny,B-LOC,
67,Hồ Chí Minh,Np,I-LOC,
67,),CH,O,
67,.,CH,O,
68,THÔNG BÁO,Np,B-PER,
68,VỀ,Np,B-PER,
68,BN326,Np,I-PER,B-BN
68,(,CH,O,
68,BN326,Np,B-LOC,B-BN
68,),CH,O,
68,:,CH,O,
68,BN nữ,N,O,B-SEX
68,",",CH,O,
68,20,M,O,B-AGE
68,tuổi,N,O,
68,",",CH,O,
68,là,V,O,B-R
68,du học sinh,N,B-LOC,I-R
68,Pháp,Np,I-LOC,B-LOC
68,",",CH,O,
68,có,V,O,
68,địa chỉ,N,O,
68,tại,E,O,
68,Phường,Np,B-LOC,B-ADD
68,19,M,O,I-ADD
68,",",CH,O,I-ADD
68,Quận,Np,B-PER,I-ADD
68,Bình Thạnh,Np,I-PER,I-ADD
68,",",CH,O,I-ADD
68,TP.,Ny,B-MISC,I-ADD
68,Hồ Chí Minh,Np,I-MISC,I-ADD
68,.,CH,O,
69,Ngày,N,O,
69,24/5,M,O,B-TIME
69,",",CH,O,
69,BN,Np,B-LOC,B-BN
69,từ,E,O,B-R
69,Pháp,Np,B-LOC,B-LOC
69,về,E,O,B-R
69,Sân bay,N,B-LOC,B-LOC
69,Tân Sơn Nhất,Np,I-LOC,I-LOC
69,trên,E,O,
69,chuyến,N,O,
69,bay,V,O,
69,VN008,Np,B-LOC,B-FLIGHT
69,",",CH,O,
69,được,V,O,
69,cách ly,V,O,B-R
69,ngay,T,O,
69,sau,N,O,
69,khi,N,O,
69,nhập cảnh,V,O,
69,tại,E,O,
69,Sư đoàn,N,B-LOC,B-LOC
69,317,N,I-LOC,I-LOC
69,huyện,N,I-LOC,I-LOC
69,Hóc Môn,Np,I-LOC,I-LOC
69,",",CH,O,I-LOC
69,TP.,Ny,B-MISC,I-LOC
69,Hồ Chí Minh,Np,I-MISC,I-LOC
69,.,CH,O,
70,Cùng,A,O,
70,ngày,N,O,
70,BN,Np,B-PER,B-BN
70,được,V,O,
70,lấy,V,O,
70,mẫu,N,O,
70,bệnh phẩm,N,O,
70,",",CH,O,
70,kết quả,N,O,
70,xét nghiệm,V,O,
70,ngày,N,O,
70,25/5,M,O,B-TIME
70,dương tính,N,O,B-STATUS
70,với,E,O,
70,SARS,Np,B-LOC,
70,-,CH,O,
70,CoV,Ny,O,
70,-,CH,O,
70,2,M,O,
70,.,CH,O,
71,Hiện,N,B-LOC,B-TIME
71,BN,Np,I-LOC,B-BN
71,được,R,O,
71,cách ly,V,O,B-R
71,",",CH,O,
71,điều trị,V,O,B-R
71,tại,E,O,
71,Bệnh viện,N,O,B-HOS
71,Dã chiến,N,O,I-HOS
71,Củ chi,V,O,I-HOS
71,.,CH,O,
72,THÔNG BÁO,Np,B-PER,
72,VỀ,Np,B-PER,
72,BN325,Np,I-PER,B-BN
72,:,CH,O,
72,BN nữ,N,O,B-SEX
72,",",CH,O,
72,34,M,O,B-AGE
72,tuổi,N,O,
72,",",CH,O,
72,có,V,O,
72,địa chỉ,N,B-LOC,
72,tại Gia Viễn,M,I-LOC,B-ADD
72,",",CH,O,I-ADD
72,Ninh Bình,Np,B-PER,I-ADD
72,.,CH,O,
73,BN,Np,B-PER,B-BN
73,đã,R,O,
73,từng,R,O,
73,mắc,V,O,
73,COVID,Np,B-PER,
73,-,CH,O,
73,19,M,O,
73,tại,E,O,
73,Nga,Np,B-LOC,B-LOC
73,",",CH,O,
73,đã,R,O,
73,khỏi,V,O,
73,bệnh,N,O,
73,trước,E,O,
73,khi,N,O,
73,về,V,O,
73,Việt Nam,Np,B-LOC,B-LOC
73,.,CH,O,
74,Ngày,N,O,
74,13/5,M,O,B-TIME
74,",",CH,O,
74,BN,Np,B-PER,B-BN
74,từ,E,O,B-R
74,Moscow,Np,B-LOC,B-LOC
74,về,E,O,B-R
74,sân bay,N,B-LOC,B-ADD
74,Vân Đồn,Np,I-LOC,I-ADD
74,trên,E,O,
74,chuyến,N,O,
74,bay,V,O,
74,VN0062,Np,B-LOC,B-FLIGHT
74,",",CH,O,
74,được,V,O,
74,cách ly,V,O,B-R
74,ngay,T,O,
74,tại,E,O,
74,Trung đoàn,N,B-LOC,B-LOC
74,125,M,I-LOC,I-LOC
74,",",CH,O,I-LOC
74,Hải Dương,Np,B-PER,I-LOC
74,.,CH,O,
75,Hiện,N,B-LOC,B-TIME
75,BN,Np,I-LOC,B-BN
75,được,R,O,
75,cách ly,V,O,B-R
75,",",CH,O,
75,điều trị,V,O,B-R
75,tại,E,O,
75,Bệnh viện,N,B-LOC,B-HOS
75,Bệnh,N,I-LOC,I-HOS
75,Nhiệt đới,N,I-LOC,I-HOS
75,TP.,Ny,I-LOC,I-HOS
75,Hải Dương,Np,I-LOC,I-HOS
75,.,CH,O,
76,Như vậy,X,O,
76,",",CH,O,
76,tổng số,N,O,
76,ca,N,O,
76,nhiễm,V,O,
76,trên,E,O,
76,chuyến,N,O,
76,bay,V,O,
76,VN0062,Np,B-LOC,B-FLIGHT
76,ngày,N,B-LOC,
76,13/5,M,I-LOC,B-TIME
76,là,C,O,
76,32,M,O,
76,ca,N,O,
76,",",CH,O,
76,được,V,O,
76,cách ly,V,O,
76,ngay,T,O,
76,sau,N,O,
76,nhập cảnh,N,O,
76,(,CH,O,
76,30,M,O,
76,hành khách,N,O,
76,:,CH,O,
76,27,M,O,
76,cách ly,N,O,
76,tại,E,O,
76,Thái Bình,Np,B-LOC,B-LOC
76,",",CH,B-LOC,
76,2,M,I-LOC,
76,tại,E,O,
76,Hải Dương,Np,B-LOC,B-LOC
76,",",CH,B-LOC,
76,1,M,I-LOC,
76,tại,E,O,
76,Quảng Ninh,Np,B-LOC,B-LOC
76,và,C,O,
76,02,V,O,
76,tiếp viên,N,O,
76,cách ly,V,O,
76,tại,E,O,
76,TP.,Ny,B-LOC,B-LOC
76,HCM,Np,I-LOC,I-LOC
76,),CH,O,
76,.,CH,O,
77,THÔNG BÁO,Np,B-PER,
77,VỀ,Np,I-PER,
77,BN321,Np,I-PER,B-BN
77,",",CH,O,
77,BN324,Np,I-LOC,B-BN
77,:,CH,O,
77,Đến,V,O,
77,18h,M,O,
77,ngày,N,O,
77,17/5,M,O,B-TIME
77,",",CH,O,
77,Việt Nam,Np,B-LOC,
77,ghi nhận,V,O,
77,thêm,V,O,
77,4,M,O,
77,ca,N,O,
77,dương tính,V,O,B-STATUS
77,với,E,O,
77,SARS,Np,B-PER,
77,-,CH,O,
77,CoV,Ny,O,
77,-,CH,O,
77,2,M,O,
77,",",CH,O,
77,bao gồm,N,B-LOC,
77,2,M,I-LOC,
77,tiếp viên,N,O,
77,của,E,O,
77,Vietnam Airlines,Np,B-PER,
77,thực hiện,V,O,
77,chuyến,N,O,
77,bay,V,O,
77,VN0062,Np,B-LOC,B-FLIGHT
77,từ,E,O,B-R
77,Mátxcơva,Np,B-LOC,B-LOC
77,(,CH,B-LOC,
77,LB Nga,Np,I-LOC,
77,),CH,O,
77,về,E,O,B-R
77,Vân Đồn,Np,B-LOC,B-LOC
77,ngày,N,B-LOC,
77,13/5,M,I-LOC,B-TIME
77,và,C,O,
77,2,M,O,
77,hành khách,N,O,
77,trên,E,O,
77,chuyến,N,B-LOC,
77,bay,V,I-LOC,
77,VN001,Np,I-LOC,B-FLIGHT
77,từ,E,O,B-R
77,Washington D. C,Np,B-LOC,B-LOC
77,(,CH,B-LOC,
77,Hoa Kỳ,Np,I-LOC,
77,),CH,O,
77,về,E,O,B-R
77,Sân bay,N,B-LOC,B-LOC
77,Quốc tế,N,I-LOC,I-LOC
77,Nội Bài,Np,I-LOC,I-LOC
77,ngày,N,O,
77,16/5,M,O,B-TIME
77,.,CH,O,
78,Tất cả,P,O,
78,các,L,O,
78,ca,N,O,
78,dương tính,V,O,B-STATUS
78,trên,N,O,
78,đều,R,O,
78,được,V,O,
78,cách ly,V,O,
78,sau,N,O,
78,khi,N,O,
78,nhập cảnh,V,O,
78,và,C,O,
78,không,R,O,
78,có,V,O,
78,nguy cơ,N,O,
78,lây,V,O,
78,bệnh,N,O,
78,ra,V,O,
78,cộng đồng,N,O,
78,.,CH,O,
79,THÔNG BÁO,Np,B-PER,
79,VỀ,Np,I-PER,
79,4,M,O,
79,BN319,Np,B-LOC,B-BN
79,",",CH,B-LOC,
79,BN320,Np,I-LOC,B-BN
79,:,CH,O,
79,BN319,Np,B-LOC,B-BN
79,:,CH,B-LOC,
79,BN,Np,I-LOC,
79,nam,N,O,B-SEX
79,",",CH,O,
79,26,M,O,B-AGE
79,tuổi,N,O,
79,",",CH,O,
79,có,V,O,
79,địa chỉ,N,O,
79,tại,E,O,
79,huyện,N,B-LOC,B-ADD
79,Kiến Thuỵ,Np,I-LOC,I-ADD
79,",",CH,O,I-ADD
79,TP.,Ny,B-MISC,I-ADD
79,Hải Phòng,Np,I-MISC,I-ADD
79,.,CH,O,
80,Ngày,N,O,
80,13/5,M,O,B-TIME
80,",",CH,O,
80,từ,E,O,B-R
80,Liên bang Nga,N,O,B-LOC
80,về,V,O,B-R
80,nước,N,O,B-LOC
80,trên,E,O,
80,chuyến,N,O,
80,bay,V,O,
80,VN0062,Np,B-PER,B-FLIGHT
80,nhập cảnh,V,O,B-R
80,sân bay,N,B-LOC,B-LOC
80,Vân Đồn,Np,I-LOC,I-LOC
80,và,C,O,
80,được,V,O,
80,chuyển,V,O,
80,cách ly,V,O,B-R
80,tập trung,V,O,
80,ngay,T,O,
80,tại,E,O,
80,Trường,N,B-LOC,B-LOC
80,Quân sự,N,I-LOC,I-LOC
80,tỉnh,N,I-LOC,I-LOC
80,Thái Bình,Np,I-LOC,I-LOC
80,cơ sở,N,O,I-LOC
80,1,M,O,I-LOC
80,.,CH,O,
81,Ngày,N,O,
81,16/5,M,O,B-TIME
81,BN,Np,B-LOC,B-BN
81,được,V,O,
81,lấy,V,O,
81,mẫu,N,O,
81,xét nghiệm,V,O,
81,cho,E,O,
81,kết quả,N,B-LOC,
81,dương tính,N,I-LOC,B-STATUS
81,SARS,Np,I-LOC,
81,-,CH,O,
81,CoV,Ny,O,
81,-,CH,O,
81,2,M,O,
81,.,CH,O,
82,Hiện,N,O,B-TIME
82,BN,Np,B-PER,B-BN
82,đang,R,O,
82,cách ly,V,O,B-R
82,",",CH,O,
82,điều trị,V,O,B-R
82,tại,E,O,
82,Bệnh viện,N,B-LOC,B-HOS
82,Bệnh,N,I-LOC,I-HOS
82,nhiệt đới,N,I-LOC,I-HOS
82,Trung ương,N,I-LOC,I-HOS
82,cơ sở,N,I-LOC,I-HOS
82,2,M,I-LOC,I-HOS
82,.,CH,O,
83,BN320,Np,B-PER,B-BN
83,:,CH,O,
83,BN,Np,O,
83,nam,N,O,B-SEX
83,",",CH,O,
83,29,M,O,B-AGE
83,tuổi,N,O,
83,",",CH,O,
83,có,V,O,
83,địa chỉ,N,O,
83,tại,E,O,
83,huyện,N,B-LOC,B-ADD
83,Hải Hậu,Np,I-LOC,I-ADD
83,",",CH,O,I-ADD
83,tỉnh,N,B-LOC,I-ADD
83,Nam Định,Np,I-LOC,I-ADD
83,.,CH,O,
84,Ngày,N,O,
84,13/5,M,O,B-TIME
84,",",CH,O,
84,từ,E,O,B-R
84,Liên bang Nga,N,O,B-LOC
84,về,V,O,B-R
84,nước,N,O,B-LOC
84,trên,E,O,
84,chuyến,N,B-LOC,
84,bay,V,I-LOC,
84,VN0062,Np,I-LOC,B-FLIGHT
84,",",CH,O,
84,nhập cảnh,V,O,B-R
84,sân bay,N,B-LOC,B-LOC
84,Vân Đồn,Np,I-LOC,I-LOC
84,và,C,O,
84,được,V,O,
84,chuyển,V,O,
84,cách ly,V,O,B-R
84,tập trung,V,O,
84,ngay,T,O,
84,tại,E,O,
84,Trường,N,B-LOC,B-LOC
84,Quân sự,N,I-LOC,I-LOC
84,tỉnh,N,I-LOC,I-LOC
84,Thái Bình,Np,I-LOC,I-LOC
84,cơ sở,N,O,I-LOC
84,1,M,O,I-LOC
84,.,CH,O,
85,Ngày,N,O,
85,15/5,M,O,B-TIME
85,BN,Np,B-LOC,B-BN
85,được,V,O,
85,lấy,V,O,
85,mẫu,N,O,
85,xét nghiệm,V,O,
85,",",CH,O,
85,ngày,N,B-LOC,
85,16/5,M,I-LOC,B-TIME
85,có,V,O,
85,kết quả,N,B-LOC,
85,dương tính,A,I-LOC,B-STATUS
85,SARS,Np,I-LOC,
85,-,CH,O,
85,CoV,Ny,O,
85,-,CH,O,
85,2,M,O,
85,.,CH,O,
86,Hiện,N,O,B-TIME
86,BN,Np,B-PER,B-BN
86,đang,R,O,
86,cách ly,V,O,B-R
86,",",CH,O,
86,điều trị,V,O,B-R
86,tại,E,O,
86,Bệnh viện,N,B-LOC,B-HOS
86,Đa khoa,N,I-LOC,I-HOS
86,tỉnh,N,I-LOC,I-HOS
86,Thái Bình,Np,I-LOC,I-HOS
86,.,CH,O,
87,THÔNG BÁO,Np,B-PER,
87,VỀ,Np,I-PER,
87,4,M,O,
87,BN314,Np,B-LOC,B-BN
87,",",CH,B-LOC,
87,BN318,Np,I-LOC,B-BN
87,:,CH,O,
87,Cả,P,O,
87,4,M,O,
87,trường hợp,N,O,
87,mắc,V,O,
87,mới,R,O,
87,đều,R,O,
87,từ,E,O,
87,nước ngoài,N,O,
87,về,V,O,
87,",",CH,O,
87,đã,R,O,
87,được,V,O,
87,cách ly,V,O,
87,ngay,T,O,
87,sau,N,O,
